Landroid/text/SpannableStringBuilder;-><init>(Ljava/lang/CharSequence;)V,Landroid/net/TrafficStats;->incrementOperationCount(I)V,Landroid/os/Messenger;->send(Landroid/os/Message;)V,Landroid/content/res/Resources;->getBoolean(I)Z,Landroid/view/View;->setSelected(Z)V,Landroid/view/View;->dispatchApplyWindowInsets(Landroid/view/WindowInsets;)Landroid/view/WindowInsets;,Landroid/support/v4/widget/EdgeEffectCompat;-><init>(Landroid/content/Context;)V,Landroid/view/ViewPropertyAnimator;->scaleX(F)Landroid/view/ViewPropertyAnimator;,Landroid/view/View;->setElevation(F)V,Landroid/widget/ImageButton;-><init>(Landroid/content/Context;)V,Landroid/support/v4/content/CursorLoader;->loadInBackground()Landroid/database/Cursor;,Landroid/view/accessibility/AccessibilityNodeInfo;->findFocus(I)Landroid/view/accessibility/AccessibilityNodeInfo;,Landroid/view/accessibility/AccessibilityNodeInfo;->focusSearch(I)Landroid/view/accessibility/AccessibilityNodeInfo;,Landroid/content/Context;->obtainStyledAttributes([I)Landroid/content/res/TypedArray;,Landroid/content/Intent;->getSerializableExtra(Ljava/lang/String;)Ljava/io/Serializable;,Landroid/view/View;->jumpDrawablesToCurrentState()V,Landroid/content/Context;->getDrawable(I)Landroid/graphics/drawable/Drawable;,Landroid/view/ViewPropertyAnimator;->scaleY(F)Landroid/view/ViewPropertyAnimator;,Landroid/app/ActivityOptions;->update(Landroid/app/ActivityOptions;)V,Landroid/support/v4/util/SparseArrayCompat;->remove(I)V,Landroid/view/accessibility/AccessibilityManager;->getInstalledAccessibilityServiceList()Ljava/util/List;,Landroid/preference/PreferenceManager;->getDefaultSharedPreferences(Landroid/content/Context;)Landroid/content/SharedPreferences;,Landroid/app/ProgressDialog;-><init>(Landroid/content/Context;)V,Landroid/view/accessibility/AccessibilityRecord;->getSource()Landroid/view/accessibility/AccessibilityNodeInfo;,Landroid/view/View;->setLabelFor(I)V,Landroid/app/ProgressDialog;->setMessage(Ljava/lang/CharSequence;)V,Landroid/app/PendingIntent;->cancel()V,Landroid/app/KeyguardManager;->inKeyguardRestrictedInputMode()Z,Landroid/os/Looper;->loop()V,Landroid/webkit/WebView;->destroy()V,Landroid/view/View;->setAccessibilityLiveRegion(I)V,Landroid/widget/SearchView;-><init>(Landroid/content/Context;)V,Landroid/os/PowerManager;->isScreenOn()Z,Landroid/telephony/TelephonyManager;->getDeviceId()Ljava/lang/String;,Landroid/widget/TextView;->setTypeface(Landroid/graphics/Typeface;)V,Landroid/view/accessibility/AccessibilityNodeInfo;->getParent()Landroid/view/accessibility/AccessibilityNodeInfo;,Landroid/app/ActivityOptions;->toBundle()Landroid/os/Bundle;,Landroid/support/v4/app/FragmentActivity;-><init>()V,Landroid/app/AlarmManager;->cancel(Landroid/app/PendingIntent;)V,Landroid/support/v4/view/ViewCompat;->postInvalidateOnAnimation(Landroid/view/View;)V,Landroid/app/Activity;->setRequestedOrientation(I)V,Landroid/graphics/drawable/Drawable;->setTint(I)V,Landroid/database/sqlite/SQLiteDatabase;->beginTransaction()V,Landroid/view/accessibility/AccessibilityNodeInfo;->getChild(I)Landroid/view/accessibility/AccessibilityNodeInfo;,Landroid/widget/PopupWindow;->setContentView(Landroid/view/View;)V,Landroid/support/v4/app/ShareCompat$IntentReader;->getText()Ljava/lang/CharSequence;,Landroid/support/v4/app/FragmentActivity;->onBackPressed()V,Landroid/support/v4/app/TaskStackBuilder;->addParentStack(Landroid/content/ComponentName;)Landroid/support/v4/app/TaskStackBuilder;,Landroid/database/sqlite/SQLiteDatabase;->endTransaction()V,Landroid/support/v4/app/ShareCompat$IntentBuilder;->setText(Ljava/lang/CharSequence;)Landroid/support/v4/app/ShareCompat$IntentBuilder;,Landroid/support/v4/app/ActionBarDrawerToggle;->syncState()V,Landroid/webkit/WebView;->setWebChromeClient(Landroid/webkit/WebChromeClient;)V,Landroid/support/v4/widget/DrawerLayout;->closeDrawer(Landroid/view/View;)V,Landroid/support/v4/widget/DrawerLayout;->openDrawer(Landroid/view/View;)V,Landroid/support/v4/content/LocalBroadcastManager;->sendBroadcast(Landroid/content/Intent;)Z,Landroid/view/View;->getPaddingEnd()I,Landroid/view/View;->getPaddingStart()I,Landroid/view/Window;->clearFlags(I)V,Landroid/view/accessibility/AccessibilityNodeInfo;->findAccessibilityNodeInfosByText(Ljava/lang/String;)Ljava/util/List;,Landroid/view/accessibility/AccessibilityManager;->getEnabledAccessibilityServiceList(I)Ljava/util/List;,Landroid/view/View;->setLayoutDirection(I)V,Landroid/support/v4/widget/ViewDragHelper;->processTouchEvent(Landroid/view/MotionEvent;)V,Landroid/support/v4/widget/ViewDragHelper;->shouldInterceptTouchEvent(Landroid/view/MotionEvent;)Z,Landroid/view/View;->setScaleX(F)V,Landroid/view/accessibility/AccessibilityNodeInfo;->performAction(I)Z,Landroid/support/v4/app/ShareCompat;->getCallingActivity(Landroid/app/Activity;)Landroid/content/ComponentName;,Landroid/support/v4/app/ShareCompat$IntentBuilder;->createChooserIntent()Landroid/content/Intent;,Landroid/support/v4/app/ShareCompat;->getCallingPackage(Landroid/app/Activity;)Ljava/lang/String;,Landroid/support/v4/view/PagerAdapter;->finishUpdate(Landroid/view/ViewGroup;)V,Landroid/app/AlertDialog$Builder;->setTitle(I)Landroid/app/AlertDialog$Builder;,Landroid/support/v4/widget/DrawerLayout;->closeDrawers()V,Landroid/app/Activity;->onBackPressed()V,Landroid/support/v4/widget/ViewDragHelper;->continueSettling(Z)Z,Landroid/graphics/drawable/Drawable;->setLevel(I)Z,Landroid/graphics/drawable/LayerDrawable;-><init>([Landroid/graphics/drawable/Drawable;)V,Landroid/net/wifi/WifiManager;->getConnectionInfo()Landroid/net/wifi/WifiInfo;,Landroid/media/MediaPlayer;->stop()V,Landroid/app/Activity;->finishAfterTransition()V,Landroid/telephony/TelephonyManager;->getNetworkOperatorName()Ljava/lang/String;,Landroid/view/View;->onInitializeAccessibilityNodeInfo(Landroid/view/accessibility/AccessibilityNodeInfo;)V,Landroid/view/View;->setSaveFromParentEnabled(Z)V,Landroid/view/View;->setScaleY(F)V,Landroid/content/res/Resources;->getDimension(I)F,Landroid/media/AudioManager;->getStreamMaxVolume(I)I,Landroid/widget/ImageView;->setImageMatrix(Landroid/graphics/Matrix;)V,Landroid/view/Window;->findViewById(I)Landroid/view/View;,Landroid/view/View;->setActivated(Z)V,Landroid/support/v4/widget/DrawerLayout;->openDrawer(I)V,Landroid/view/View;->setPressed(Z)V,Landroid/graphics/drawable/AnimationDrawable;-><init>()V,Landroid/support/v4/widget/DrawerLayout;->closeDrawer(I)V,Landroid/app/SearchManager;->getSearchableInfo(Landroid/content/ComponentName;)Landroid/app/SearchableInfo;,Landroid/media/AudioManager;->getRingerMode()I,Landroid/view/ViewPropertyAnimator;->translationX(F)Landroid/view/ViewPropertyAnimator;,Landroid/support/v4/widget/ViewDragHelper;->abort()V,Landroid/support/v4/widget/SlidingPaneLayout;->closePane()Z,Landroid/support/v4/widget/SlidingPaneLayout;->openPane()Z,Landroid/content/res/Resources;->getXml(I)Landroid/content/res/XmlResourceParser;,Landroid/os/Parcel;->readArrayList(Ljava/lang/ClassLoader;)Ljava/util/ArrayList;,Landroid/media/MediaPlayer;->release()V,class
0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0
1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0
0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
